device,count
"randolph-b-sw1",2
"randolph-bn-sw1",2
"randolph-bs-sw1",2
"raup-b-sw.fas",2
"read-mdf-sw1",2
"richards-b-sw.fas",2
"ridgely-b-sw1.fas",2
"robinson-b-sw.fas",2
"robinson12-b-sw1",2
"rock-2-sw1",2
"rock-3-sw1",2
"rock-4-sw1",2
"rock-b-sw1",2
"rosovsky-b-sw.fas",2
"rowland-metro-sw.fas",2
rrgw1,2
rrgw2,2
"rubenstein-3-sw1",2
"rubenstein-3-sw2",2
"russell-b-sw1",2
"sackler-b-sw.fas",2
"sacramento3-b-sw.fas",2
"sc-1-sw.fas",2
"sc-2e-2-sw.fas",2
"sc-2e-sw.fas",2
"sc-3-2-sw.fas",2
"sc-3-sw.fas",2
"sc-4-sw.fas",2
"sc-5-1-sw.fas",2
"sc-5-2-sw.fas",2
"sc-5w-sw.fas",2
"sc-b-sw.fas",2
"sc-be-sw.fas",2
"sc-bw-1-sw.fas",2
"sc-bw-2-sw.fas",2
"sc-rc-b00-sw.fas",2
"schlesinger-4-sw1",2
"schlesinger-b-sw1",2
"sciencecenter-b-sw1",2
"sciencecenter-preproom-sw1",2
scwrlsgw1,2
"semitic-b-sw.fas",2
"sever-3-sw.fas",2
"sever-m-2-sw.fas",2
"sever-m-sw.fas",2
"sfp-b1-2-sw1",2
"sfp-b1-5-sw1",2
"sfp-b12-b-sw1",2
"sfp-b2-2-sw1",2
"sfp-b2-7-sw1",2
"sfp-b2-mdf-sw1",2
"sfp-b6-2-sw1",2
"sfp-b6-5-sw1",2
"sfp-gar-sw1",2
"sfr1230-1-sw2",2
"sfr1230-1-sw3",2
"sfr1230-mdf-sw1",2
sfr1230gw1,2
"shannon-2-sw.fas",2
siteysw1,2
"smith-2i-sw1",2
"smith-bb-sw1",2
"smith-bg-sw1",2
"smith-bh-sw.fas",2
"smith-mdf-sw1",2
"soc-dccr4-sw1",2
"soc-nexus-sw1",2
"soc-nexus-sw2",2
"soc-nexus-sw3",2
"soc-rack135-sw1",2
"soc-rack135-sw2",2
"soc-rcr1-sw1",2
"soc-rcr1-sw2",2
"soc-rcr10-sw1",2
"soc-rcr10-sw2",2
"soc-rcr13-sw1",2
"soc-rcr13-sw2",2
"soc-rcr15-sw1",2
"soc-rcr15-sw2",2
"soc-rcr3-sw1",2
"soc-rcr3-sw2",2
"soc-rcr4-sw1",2
"soc-rcr4-sw2",2
"soc-rcr5-sw1",2
"soc-rcr5-sw2",2
"soc-rcr6-sw1",2
"soc-rcr6-sw2",2
"soc-rcr7-sw1",2
"soc-rcr7-sw2",2
"soc-rcr8-sw1",2
"soc-rcr8-sw2",2
"soc-rcr9-sw1",2
"soc-rcr9-sw2",2
"soc-sum1-nexus-sw1",2
"soc-sum1-nexus-sw2",2
"soc-sum1-nexus-sw3",2
"soc-sum1-sw1",2
"soc-taperoom-sw1",2
"soc-taperoom-sw2",2
"soccer-pb-sw1.fas",2
"south17-b-sw.fas",2
spansw1,2
spansw2,2
"sparks-b-sw1",2
"sph-1-1-sw1",2
"sph-1-11-sw1",2
"sph-1-12-sw1",2
"sph-1-13-sw1",2
"sph-1-14-sw1",2
"sph-1-2-sw1",2
"sph-1-2-sw2",2
"sph-1-2-sw3",2
"sph-1-3-sw1",2
"sph-1-4-sw1",2
"sph-1-5-sw1",2
"sph-1-6-sw1",2
"sph-1-7-sw1",2
"sph-1-8-sw1",2
"sph-1-9-sw1",2
"sph-1-b-sw1",2
"sph-1-g-sw1",2
"sph-14story-sw1",2
"sph-158longwood-1-sw1",2
"sph-1613tremont-sw1",2
"sph-1633tremont-sw1",2
"sph-1635tremont-sw1",2
"sph-1639tremont-sw1",2
"sph-181longwood-b-sw1",2
"sph-1summer-sw1",2
"sph-1summer-sw2",2
"sph-2-1-sw1",2
"sph-2-2-sw1",2
"sph-2-3-sw1",2
"sph-2-4-sw1",2
"sph-2-b-sw1",2
"sph-2-g-sw1",2
"sph-2-g-sw2",2
"sph-203parkdrive-sw1",2
"sph-22plympton-sw1",2
"sph-3-1-cc-sw1",2
"sph-3-1-huds-sw1",2
"sph-3-1-sw1",2
"sph-3-10-sw1",2
"sph-3-10forum-sw1",2
"sph-3-2-sw1",2
"sph-3-209-sw1",2
"sph-3-213-sw1",2
"sph-3-213-sw2",2
"sph-3-213-sw3",2
"sph-3-213-sw4",2
"sph-3-213-sw5",2
"sph-3-213-sw6",2
"sph-3-213-sw7",2
"sph-3-213-sw8",2
"sph-3-3-sw1",2
"sph-3-4-sw1",2
"sph-3-5-sw1",2
"sph-3-502-sw1",2
"sph-3-6-sw1",2
"sph-3-7-sw1",2
"sph-3-8-sw1",2
"sph-3-8-sw2",2
"sph-3-9-sw1",2
"sph-3-cafe-sw1",2
"sph-3-g-sw1",2
"sph-3-g23-sw1",2
"sph-3-idoffice-sw1",2
"sph-3-ll15-sw1",2
"sph-3-ll15-sw2",2
"sph-3-ll15-sw3",2
"sph-3-ll18-r10-sw1",2
"sph-3-ll18-r6-sw1",2
"sph-3-ll18-r6-sw2",2
"sph-3-ll19-sw1",2
"sph-3-ll3-7k-sw1",2
"sph-3-ll3-r1-sw1",2
"sph-3-ll3-r1-sw2",2
"sph-3-ll3-r1-sw3",2
"sph-3-ll3-r10-sw1",2
"sph-3-ll3-r12-sw1",2
"sph-3-ll3-r14-sw1",2
"sph-3-ll3-r16-sw1",2
"sph-3-ll3-r17-sw1",2
"sph-3-ll3-r18-sw1",2
"sph-3-ll3-r19-sw1",2
"sph-3-ll3-r22-sw1",2
"sph-3-ll3-r3-sw1",2
"sph-3-ll3-r6-sw1",2
"sph-3-ll3-r7-sw1",2
"sph-3-ll3-sw1",2
"sph-35wigglesworth-sw1",2
"sph-4-2-sw1",2
"sph-4-3-sw1",2
"sph-4-4-sw1",2
"sph-4-5-sw1",2
"sph-4-6-sw1",2
"sph-4-7-sw1",2
"sph-4-b-sw1",2
"sph-4-b-sw2",2
"sph-4-g-sw1",2
"sph-4-g11-sw1",2
"sph-4-g12-sw1",2
"sph-4-g13-sw1",2
"sph-718huntington-sw1",2
"sph-718huntington-sw2",2
"sph-8story-sw1",2
"sph-90smith-1-sw1",2
"sph-90smith-1-sw2",2
"sph-90smith-5-sw1",2
"sph-90smith-5-sw2",2
"sph-90smith-5-sw3",2
"sph-9bow-sw1",2
"sph-hsdm-2-sw1",2
"sph-hsdm-5-sw1",2
"sph-hsdm-b-sw1",2
"sph-landmark-2B-sw1",2
"sph-landmark-3-gw1",2
"sph-landmark-3-sw5",2
"sph-landmark-3-sw6",2
"sph-landmark-3A-sw1",2
"sph-landmark-3B-sw1",2
"sph-landmark-3C-sw1",2
"sph-landmark-3D-sw1",2
"sph-landmark-4-sw1",2
"sph-mass1033-4-n-sw1",2
sphgw1,2
sphgw2,2
st8gw1,2
"stadium-pb-sw1",2
"standish-be-sw1",2
"standish-bw-sw1",2
"story-bm-sw.law",2
"story1-204-2-sw.fas",2
"story1-204-sw.fas",2
"story1-305-sw.fas",2
"story14-1-sw1",2
"story14-1-sw2",2
"story14-2-sw1",2
"story14-3-sw1",2
"story14-3-sw2.fas",2
"story14-3-sw3",2
"story14-4-sw1",2
"story14-5-sw1",2
"story6-1-sw1",2
"story8-1-sw1",2
"story8-2-sw.fas",2
"story8-2-sw1",2
"story8-2-sw2",2
"story8-2-sw3",2
"story8-3-sw.fas",2
"story8-4-server-sw1",2
"story8-4-sw.fas",2
"story8-5-sw.fas",2
"story8-b-sw1",2
"story8-b-sw3",2
"story8-mdf-sw1",2
"story8-mdf-sw3",2
"story8-mdf-sw4",2
"story8-mdf-sw5",2
"straus-bn-sw1",2
"sum1-vmr-gw1",2
sum1gw1,2
sum1ucvcsw1,2
"summer1-rc-1-10a-sw.fas",2
"summer1-rc-1-10b-sw.fas",2
"summer1-rc-1-10c-sw.fas",2
"summer1-rc-1-10d-sw.fas",2
"summer1-rc-1-11-sw.fas",2
"summer1-rc-1-1a-sw.fas",2
"summer1-rc-1-1b-sw.fas",2
"summer1-rc-1-1c-sw.fas",2
"summer1-rc-1-1d-sw.fas",2
"summer1-rc-1-2-sw.fas",2
"summer1-rc-1-2a-sw.fas",2
"summer1-rc-1-2b-sw.fas",2
"summer1-rc-1-4a-sw.fas",2
"summer1-rc-1-4b-sw.fas",2
"summer1-rc-1-4c-sw.fas",2
"summer1-rc-1-4d-sw.fas",2
"summer1-rc-1-5a-sw.fas",2
"summer1-rc-1-5b-sw.fas",2
"summer1-rc-1-5c-sw.fas",2
"summer1-rc-1-5d-sw.fas",2
"summer1-rc-1-6a-sw.fas",2
"summer1-rc-1-6b-sw.fas",2
"summer1-rc-1-6c-sw.fas",2
"summer1-rc-1-6d-sw.fas",2
"summer1-rc-1-7a-sw.fas",2
"summer1-rc-1-7b-sw.fas",2
"summer1-rc-1-7c-sw.fas",2
"summer1-rc-1-7d-sw.fas",2
"summer1-rc-1-8a-sw.fas",2
"summer1-rc-1-8b-sw.fas",2
"summer1-rc-1-9a-sw.fas",2
"summer1-rc-1-9b-sw.fas",2
"summer1-rc-1-9c-sw.fas",2
"summer1-rc-1-9d-sw.fas",2
"summer1-rc-2-1-sw.fas",2
"summer1-rc-2-12-sw",2
"summer1-rc-2-2-sw.fas",2
"summer1-rc-2-3-sw.fas",2
"summer1-rc-2-4-sw.fas",2
"summer1-rc-2-5-gw.fas",2
"summer1-rc-2-5-sw",2
"summer1-rc-2-6-sw.fas",2
"summer1-rc-2-7-sw.fas",2
"summer1-rc-2-9-sw.fas",2
"summer1-rc-3-1-sw.fas",2
"summer1-rc-3-11b-sw",2
"summer1-rc-3-2-sw.fas",2
"summer1-rc-3-4-sw.fas",2
"summer1-rc-3-4b-sw",2
"summer1-rc-3-6-sw.fas",2
"summer1-rc-3-7c-sw.fas",2
"summer1-rc-4-1a-sw",2
"summer1-rc-4-6-sw.fas",2
"summer1-rc-4-6b-sw.fas",2
"sumner17-b-sw.fas",2
"sumner20-b-sw1",2
"sumner7-mdf-sw1",2
sungardgw1,2
sungardsw1,2
"taubman-1s-sw1",2
"taubman-1w-sw1",2
"taubman-2w-sw1",2
"taubman-3s-sw1",2
"taubman-3w-sw1",2
"taubman-4w-sw1",2
"taubman-5-sw1",2
"taubman-g27-sw1",2
"taubman-g39-sw1",2
"taubman-g39-sw2",2
"taubman-g39-sw3",2
"thayer-b-sw.fas",2
"torrey-sw.fas",2
"tozzer-b-sw.fas",2
"tuchman-bt-sw.fas",2
"ucs-10wa-A",2
"ucs-10wa-B",2
"ucs-60ox-A",2
"ucs-60ox-B",2
"uhall-b-1-sw.fas",2
"uhall-b-2-sw.fas",2
"uhall-npx-b-sw.fas",2
"univ20-6-sw1",2
"vanserg-1-2-sw.fas",2
"vanserg-1-sw.fas",2
"wadsworth-b-sw1",2
"wadsworth-b-sw2",2
"wadsworth-b-sw3",2
"walker103-b-sw.fas",2
"walker107-b-sw.fas",2
"walker113-b-sw.fas",2
"war10-b-1-sw1",2
"war10-b-10-sw1",2
"war10-b-11-sw1",2
"war10-b-3-sw1",2
"war10-b-7-sw1",2
"war10-b-8-sw1",2
"war10-b-9-sw1",2
war10gw1,2
"war7-b-sw1",2
"warren-b-sw.fas",2
"wcc-1n-sw1.law",2
"wcc-1s-sw1.law",2
"wcc-3n-sw1.law",2
"wcc-3s-sw1.law",2
"wcc-5n-sw1.law",2
"wcc-5s-sw1.law",2
"weld-b-sw1",2
"weldboat-b-sw1",2
"westengard-b-sw1",2
"western1-130b-sw1",2
"western1-130b-sw2",2
"western1-6-sw1",2
"western1-8-sw1",2
"western1-p1-sw1",2
"western1-ph2-sw1",2
"western1-sw3-sw1",2
"western219-1-server-sw1",2
"western219-1-server-sw2",2
"western219-b-sw1",2
"western219-b-sw2",2
"western219-dlsroom-sw1",2
"western387-b-sw1",2
"westmorely-b-sw1",2
"whitman-b-sw.fas",2
"widener-2fe-sw.fas",2
"widener-2fw-sw.fas",2
"widener-3e-sw.fas",2
"widener-be-sw.fas",2
"widener-c-sw.fas",2
"widener-le-1-sw.fas",2
"widener-le-2-sw.fas",2
"widener-lw-1-sw.fas",2
"widener-lw-2-sw.fas",2
"wiggles-ab-sw1",2
"wiggles-cb-sw.fas",2
"winthrop65-b-sw1",2
"wjh-10-sw.fas",2
"wjh-10-sw1.fas",2
"wjh-11-sw.fas",2
"wjh-13-sw.fas",2
"wjh-14-sw.fas",2
"wjh-2-sw.fas",2
"wjh-3-sw.fas",2
"wjh-5-sw.fas",2
"wjh-7-sw.fas",2
"wjh-b-sw.fas",2
"wjh-roof-sw.fas",2
"wolbach-b-sw.fas",2
"wolbach-b-sw1",2
"wsrp-1-sw1",2
